,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
218984,1869-11-01,20.125,1.871,Taipei,Taiwan,24.92N,122.36E
218985,1869-12-01,17.992,1.796,Taipei,Taiwan,24.92N,122.36E
218986,1870-01-01,16.538999999999998,1.604,Taipei,Taiwan,24.92N,122.36E
218987,1870-02-01,16.031,1.732,Taipei,Taiwan,24.92N,122.36E
218988,1870-03-01,18.758,2.544,Taipei,Taiwan,24.92N,122.36E
218989,1870-04-01,21.247,2.445,Taipei,Taiwan,24.92N,122.36E
218990,1870-05-01,23.874,1.3030000000000002,Taipei,Taiwan,24.92N,122.36E
218991,1870-06-01,27.153,2.012,Taipei,Taiwan,24.92N,122.36E
218992,1870-07-01,28.399,1.496,Taipei,Taiwan,24.92N,122.36E
218993,1870-08-01,27.62,1.0759999999999998,Taipei,Taiwan,24.92N,122.36E
218994,1870-09-01,26.007,1.508,Taipei,Taiwan,24.92N,122.36E
218995,1870-10-01,23.89,1.58,Taipei,Taiwan,24.92N,122.36E
218996,1870-11-01,20.325000000000006,1.514,Taipei,Taiwan,24.92N,122.36E
218997,1870-12-01,17.545,2.043,Taipei,Taiwan,24.92N,122.36E
218998,1871-01-01,16.698999999999998,1.834,Taipei,Taiwan,24.92N,122.36E
218999,1871-02-01,16.252,1.76,Taipei,Taiwan,24.92N,122.36E
219000,1871-03-01,18.406,1.653,Taipei,Taiwan,24.92N,122.36E
219001,1871-04-01,21.535,2.071,Taipei,Taiwan,24.92N,122.36E
219002,1871-05-01,24.591,1.681,Taipei,Taiwan,24.92N,122.36E
219003,1871-06-01,26.516,1.787,Taipei,Taiwan,24.92N,122.36E
219004,1871-07-01,28.572000000000006,1.878,Taipei,Taiwan,24.92N,122.36E
219005,1871-08-01,28.360000000000007,1.5659999999999998,Taipei,Taiwan,24.92N,122.36E
219006,1871-09-01,26.731,2.972,Taipei,Taiwan,24.92N,122.36E
219007,1871-10-01,24.185,1.801,Taipei,Taiwan,24.92N,122.36E
219008,1871-11-01,20.253,1.4380000000000002,Taipei,Taiwan,24.92N,122.36E
219009,1871-12-01,15.951000000000002,2.097,Taipei,Taiwan,24.92N,122.36E
219010,1872-01-01,16.144000000000002,2.588,Taipei,Taiwan,24.92N,122.36E
219011,1872-02-01,14.759,1.56,Taipei,Taiwan,24.92N,122.36E
219012,1872-03-01,18.315,1.68,Taipei,Taiwan,24.92N,122.36E
219013,1872-04-01,21.784,1.9,Taipei,Taiwan,24.92N,122.36E
219014,1872-05-01,24.285,1.179,Taipei,Taiwan,24.92N,122.36E
219015,1872-06-01,25.284,1.538,Taipei,Taiwan,24.92N,122.36E
219016,1872-07-01,29.097,2.312,Taipei,Taiwan,24.92N,122.36E
219017,1872-08-01,28.32,1.6980000000000002,Taipei,Taiwan,24.92N,122.36E
219018,1872-09-01,25.997,0.919,Taipei,Taiwan,24.92N,122.36E
219019,1872-10-01,23.595,0.965,Taipei,Taiwan,24.92N,122.36E
219020,1872-11-01,20.699,1.15,Taipei,Taiwan,24.92N,122.36E
219021,1872-12-01,19.093,1.871,Taipei,Taiwan,24.92N,122.36E
219022,1873-01-01,15.361,1.845,Taipei,Taiwan,24.92N,122.36E
219023,1873-02-01,16.064999999999998,1.425,Taipei,Taiwan,24.92N,122.36E
219024,1873-03-01,17.2,1.194,Taipei,Taiwan,24.92N,122.36E
219025,1873-04-01,20.836,2.8280000000000003,Taipei,Taiwan,24.92N,122.36E
219026,1873-05-01,23.567,1.631,Taipei,Taiwan,24.92N,122.36E
219027,1873-06-01,25.174,1.192,Taipei,Taiwan,24.92N,122.36E
219028,1873-07-01,27.933000000000003,1.924,Taipei,Taiwan,24.92N,122.36E
219029,1873-08-01,27.347,0.884,Taipei,Taiwan,24.92N,122.36E
219030,1873-09-01,25.949,0.963,Taipei,Taiwan,24.92N,122.36E
219031,1873-10-01,23.151,1.091,Taipei,Taiwan,24.92N,122.36E
219032,1873-11-01,21.242,1.195,Taipei,Taiwan,24.92N,122.36E
219033,1873-12-01,19.016,1.523,Taipei,Taiwan,24.92N,122.36E
219034,1874-01-01,15.348,2.216,Taipei,Taiwan,24.92N,122.36E
219035,1874-02-01,16.348,1.5659999999999998,Taipei,Taiwan,24.92N,122.36E
219036,1874-03-01,16.872,2.003,Taipei,Taiwan,24.92N,122.36E
219037,1874-04-01,20.55,1.209,Taipei,Taiwan,24.92N,122.36E
219038,1874-05-01,23.638,1.4380000000000002,Taipei,Taiwan,24.92N,122.36E
219039,1874-06-01,27.392,1.4269999999999998,Taipei,Taiwan,24.92N,122.36E
219040,1874-07-01,27.852,1.288,Taipei,Taiwan,24.92N,122.36E
219041,1874-08-01,27.763,0.8959999999999999,Taipei,Taiwan,24.92N,122.36E
219042,1874-09-01,26.326,1.033,Taipei,Taiwan,24.92N,122.36E
219043,1874-10-01,24.021,1.231,Taipei,Taiwan,24.92N,122.36E
219044,1874-11-01,19.68,1.479,Taipei,Taiwan,24.92N,122.36E
219045,1874-12-01,18.708,1.345,Taipei,Taiwan,24.92N,122.36E
219046,1875-01-01,15.221999999999998,1.455,Taipei,Taiwan,24.92N,122.36E
219047,1875-02-01,15.767,1.497,Taipei,Taiwan,24.92N,122.36E
219048,1875-03-01,18.588,1.749,Taipei,Taiwan,24.92N,122.36E
219049,1875-04-01,20.243,1.23,Taipei,Taiwan,24.92N,122.36E
219050,1875-05-01,24.309,1.515,Taipei,Taiwan,24.92N,122.36E
219051,1875-06-01,25.843000000000004,1.556,Taipei,Taiwan,24.92N,122.36E
219052,1875-07-01,28.387,1.195,Taipei,Taiwan,24.92N,122.36E
219053,1875-08-01,27.643,1.959,Taipei,Taiwan,24.92N,122.36E
219054,1875-09-01,25.597,1.098,Taipei,Taiwan,24.92N,122.36E
219055,1875-10-01,23.445,1.108,Taipei,Taiwan,24.92N,122.36E
219056,1875-11-01,20.143,1.329,Taipei,Taiwan,24.92N,122.36E
219057,1875-12-01,15.597,2.0340000000000003,Taipei,Taiwan,24.92N,122.36E
219058,1876-01-01,14.736999999999998,1.366,Taipei,Taiwan,24.92N,122.36E
219059,1876-02-01,16.587,1.384,Taipei,Taiwan,24.92N,122.36E
219060,1876-03-01,18.024,1.858,Taipei,Taiwan,24.92N,122.36E
219061,1876-04-01,19.825,1.166,Taipei,Taiwan,24.92N,122.36E
219062,1876-05-01,23.436,1.295,Taipei,Taiwan,24.92N,122.36E
219063,1876-06-01,25.088,2.081,Taipei,Taiwan,24.92N,122.36E
219064,1876-07-01,26.969,1.582,Taipei,Taiwan,24.92N,122.36E
219065,1876-08-01,26.985000000000007,1.103,Taipei,Taiwan,24.92N,122.36E
219066,1876-09-01,26.092,1.147,Taipei,Taiwan,24.92N,122.36E
219067,1876-10-01,23.359,1.224,Taipei,Taiwan,24.92N,122.36E
219068,1876-11-01,19.939,1.256,Taipei,Taiwan,24.92N,122.36E
219069,1876-12-01,17.955000000000005,2.188,Taipei,Taiwan,24.92N,122.36E
219070,1877-01-01,16.749000000000002,1.808,Taipei,Taiwan,24.92N,122.36E
219071,1877-02-01,15.27,1.6,Taipei,Taiwan,24.92N,122.36E
219072,1877-03-01,17.404,1.36,Taipei,Taiwan,24.92N,122.36E
219073,1877-04-01,20.882,1.768,Taipei,Taiwan,24.92N,122.36E
219074,1877-05-01,23.717,1.739,Taipei,Taiwan,24.92N,122.36E
219075,1877-06-01,26.186,1.88,Taipei,Taiwan,24.92N,122.36E
219076,1877-07-01,27.532,2.028,Taipei,Taiwan,24.92N,122.36E
219077,1877-08-01,27.123,2.165,Taipei,Taiwan,24.92N,122.36E
219078,1877-09-01,26.093000000000004,1.044,Taipei,Taiwan,24.92N,122.36E
219079,1877-10-01,22.833,1.776,Taipei,Taiwan,24.92N,122.36E
219080,1877-11-01,21.66200000000001,1.605,Taipei,Taiwan,24.92N,122.36E
219081,1877-12-01,18.338,2.164,Taipei,Taiwan,24.92N,122.36E
219082,1878-01-01,14.281999999999998,1.995,Taipei,Taiwan,24.92N,122.36E
219083,1878-02-01,15.267,1.764,Taipei,Taiwan,24.92N,122.36E
219084,1878-03-01,18.165,1.533,Taipei,Taiwan,24.92N,122.36E
219085,1878-04-01,20.962,1.5490000000000002,Taipei,Taiwan,24.92N,122.36E
219086,1878-05-01,23.47,1.109,Taipei,Taiwan,24.92N,122.36E
219087,1878-06-01,26.013,1.157,Taipei,Taiwan,24.92N,122.36E
219088,1878-07-01,28.167,1.1740000000000002,Taipei,Taiwan,24.92N,122.36E
219089,1878-08-01,27.621,0.925,Taipei,Taiwan,24.92N,122.36E
219090,1878-09-01,26.722,1.621,Taipei,Taiwan,24.92N,122.36E
219091,1878-10-01,24.654,1.2009999999999998,Taipei,Taiwan,24.92N,122.36E
219092,1878-11-01,21.529,1.35,Taipei,Taiwan,24.92N,122.36E
219093,1878-12-01,17.541,1.39,Taipei,Taiwan,24.92N,122.36E
219094,1879-01-01,16.419999999999998,1.132,Taipei,Taiwan,24.92N,122.36E
219095,1879-02-01,17.714000000000002,1.165,Taipei,Taiwan,24.92N,122.36E
219096,1879-03-01,17.435,1.087,Taipei,Taiwan,24.92N,122.36E
219097,1879-04-01,20.518,1.278,Taipei,Taiwan,24.92N,122.36E
219098,1879-05-01,24.36,1.392,Taipei,Taiwan,24.92N,122.36E
219099,1879-06-01,25.645,0.955,Taipei,Taiwan,24.92N,122.36E
219100,1879-07-01,28.324,1.892,Taipei,Taiwan,24.92N,122.36E
219101,1879-08-01,28.204,1.431,Taipei,Taiwan,24.92N,122.36E
219102,1879-09-01,26.022,1.048,Taipei,Taiwan,24.92N,122.36E
219103,1879-10-01,23.639,1.081,Taipei,Taiwan,24.92N,122.36E
219104,1879-11-01,20.866,1.388,Taipei,Taiwan,24.92N,122.36E
219105,1879-12-01,17.359,1.233,Taipei,Taiwan,24.92N,122.36E
219106,1880-01-01,15.486999999999998,1.278,Taipei,Taiwan,24.92N,122.36E
219107,1880-02-01,16.528,1.065,Taipei,Taiwan,24.92N,122.36E
219108,1880-03-01,17.930999999999997,1.285,Taipei,Taiwan,24.92N,122.36E
219109,1880-04-01,19.783,0.934,Taipei,Taiwan,24.92N,122.36E
219110,1880-05-01,23.803,1.22,Taipei,Taiwan,24.92N,122.36E
219111,1880-06-01,25.386,0.963,Taipei,Taiwan,24.92N,122.36E
219112,1880-07-01,27.002,0.8170000000000001,Taipei,Taiwan,24.92N,122.36E
219113,1880-08-01,26.331000000000003,1.185,Taipei,Taiwan,24.92N,122.36E
219114,1880-09-01,26.258000000000003,1.102,Taipei,Taiwan,24.92N,122.36E
219115,1880-10-01,24.333,1.018,Taipei,Taiwan,24.92N,122.36E
219116,1880-11-01,19.68,1.828,Taipei,Taiwan,24.92N,122.36E
219117,1880-12-01,15.966,1.232,Taipei,Taiwan,24.92N,122.36E
219118,1881-01-01,15.619999999999996,1.202,Taipei,Taiwan,24.92N,122.36E
219119,1881-02-01,17.57,1.987,Taipei,Taiwan,24.92N,122.36E
219120,1881-03-01,15.915,1.143,Taipei,Taiwan,24.92N,122.36E
219121,1881-04-01,20.594,0.973,Taipei,Taiwan,24.92N,122.36E
219122,1881-05-01,23.059,1.062,Taipei,Taiwan,24.92N,122.36E
219123,1881-06-01,25.558000000000003,1.159,Taipei,Taiwan,24.92N,122.36E
219124,1881-07-01,27.333,0.774,Taipei,Taiwan,24.92N,122.36E
219125,1881-08-01,27.524,0.755,Taipei,Taiwan,24.92N,122.36E
219126,1881-09-01,26.065,0.826,Taipei,Taiwan,24.92N,122.36E
219127,1881-10-01,23.489,1.167,Taipei,Taiwan,24.92N,122.36E
219128,1881-11-01,21.142,1.019,Taipei,Taiwan,24.92N,122.36E
219129,1881-12-01,18.0,1.329,Taipei,Taiwan,24.92N,122.36E
219130,1882-01-01,17.552999999999994,1.3630000000000002,Taipei,Taiwan,24.92N,122.36E
219131,1882-02-01,16.358,1.283,Taipei,Taiwan,24.92N,122.36E
219132,1882-03-01,17.503999999999998,1.226,Taipei,Taiwan,24.92N,122.36E
219133,1882-04-01,20.128,0.919,Taipei,Taiwan,24.92N,122.36E
219134,1882-05-01,23.026,0.928,Taipei,Taiwan,24.92N,122.36E
219135,1882-06-01,25.023000000000003,0.947,Taipei,Taiwan,24.92N,122.36E
219136,1882-07-01,26.486,1.085,Taipei,Taiwan,24.92N,122.36E
219137,1882-08-01,26.422,1.018,Taipei,Taiwan,24.92N,122.36E
219138,1882-09-01,25.818,0.86,Taipei,Taiwan,24.92N,122.36E
219139,1882-10-01,24.458,1.127,Taipei,Taiwan,24.92N,122.36E
219140,1882-11-01,20.252,0.925,Taipei,Taiwan,24.92N,122.36E
219141,1882-12-01,16.96,1.095,Taipei,Taiwan,24.92N,122.36E
219142,1883-01-01,15.752999999999998,1.12,Taipei,Taiwan,24.92N,122.36E
219143,1883-02-01,15.94,1.331,Taipei,Taiwan,24.92N,122.36E
219144,1883-03-01,17.396,1.241,Taipei,Taiwan,24.92N,122.36E
219145,1883-04-01,20.683000000000003,0.964,Taipei,Taiwan,24.92N,122.36E
219146,1883-05-01,23.344,0.816,Taipei,Taiwan,24.92N,122.36E
219147,1883-06-01,25.777,0.971,Taipei,Taiwan,24.92N,122.36E
219148,1883-07-01,27.382,0.966,Taipei,Taiwan,24.92N,122.36E
219149,1883-08-01,26.82,0.675,Taipei,Taiwan,24.92N,122.36E
219150,1883-09-01,25.682,1.5719999999999998,Taipei,Taiwan,24.92N,122.36E
219151,1883-10-01,23.794,0.7959999999999999,Taipei,Taiwan,24.92N,122.36E
219152,1883-11-01,20.342,0.969,Taipei,Taiwan,24.92N,122.36E
219153,1883-12-01,16.401000000000003,1.206,Taipei,Taiwan,24.92N,122.36E
219154,1884-01-01,17.281,1.25,Taipei,Taiwan,24.92N,122.36E
219155,1884-02-01,14.666999999999998,1.208,Taipei,Taiwan,24.92N,122.36E
219156,1884-03-01,17.298,1.085,Taipei,Taiwan,24.92N,122.36E
219157,1884-04-01,19.16,1.132,Taipei,Taiwan,24.92N,122.36E
219158,1884-05-01,22.229,1.592,Taipei,Taiwan,24.92N,122.36E
219159,1884-06-01,24.824,0.978,Taipei,Taiwan,24.92N,122.36E
219160,1884-07-01,27.228,0.6809999999999999,Taipei,Taiwan,24.92N,122.36E
219161,1884-08-01,26.874,0.6759999999999999,Taipei,Taiwan,24.92N,122.36E
219162,1884-09-01,26.023000000000003,0.727,Taipei,Taiwan,24.92N,122.36E
219163,1884-10-01,23.469,0.846,Taipei,Taiwan,24.92N,122.36E
219164,1884-11-01,18.875,1.2,Taipei,Taiwan,24.92N,122.36E
219165,1884-12-01,16.01,1.224,Taipei,Taiwan,24.92N,122.36E
219166,1885-01-01,15.582,1.209,Taipei,Taiwan,24.92N,122.36E
219167,1885-02-01,14.12,1.963,Taipei,Taiwan,24.92N,122.36E
219168,1885-03-01,16.57,1.3119999999999998,Taipei,Taiwan,24.92N,122.36E
219169,1885-04-01,20.117,1.807,Taipei,Taiwan,24.92N,122.36E
219170,1885-05-01,23.235,0.8909999999999999,Taipei,Taiwan,24.92N,122.36E
219171,1885-06-01,25.458,1.276,Taipei,Taiwan,24.92N,122.36E
219172,1885-07-01,26.728,1.139,Taipei,Taiwan,24.92N,122.36E
219173,1885-08-01,27.084000000000003,0.945,Taipei,Taiwan,24.92N,122.36E
219174,1885-09-01,25.364,0.953,Taipei,Taiwan,24.92N,122.36E
219175,1885-10-01,23.34800000000001,1.021,Taipei,Taiwan,24.92N,122.36E
219176,1885-11-01,20.124,1.239,Taipei,Taiwan,24.92N,122.36E
219177,1885-12-01,18.14,1.319,Taipei,Taiwan,24.92N,122.36E
219178,1886-01-01,15.362999999999998,1.117,Taipei,Taiwan,24.92N,122.36E
219179,1886-02-01,13.063,2.135,Taipei,Taiwan,24.92N,122.36E
219180,1886-03-01,17.348,0.865,Taipei,Taiwan,24.92N,122.36E
219181,1886-04-01,19.908,0.838,Taipei,Taiwan,24.92N,122.36E
219182,1886-05-01,22.944000000000003,0.841,Taipei,Taiwan,24.92N,122.36E
219183,1886-06-01,24.712,0.897,Taipei,Taiwan,24.92N,122.36E
219184,1886-07-01,27.214,1.069,Taipei,Taiwan,24.92N,122.36E
219185,1886-08-01,26.94400000000001,0.7170000000000001,Taipei,Taiwan,24.92N,122.36E
219186,1886-09-01,25.121,1.097,Taipei,Taiwan,24.92N,122.36E
219187,1886-10-01,24.218000000000004,0.979,Taipei,Taiwan,24.92N,122.36E
219188,1886-11-01,20.65,1.167,Taipei,Taiwan,24.92N,122.36E
219189,1886-12-01,16.413,1.536,Taipei,Taiwan,24.92N,122.36E
219190,1887-01-01,16.5,1.171,Taipei,Taiwan,24.92N,122.36E
219191,1887-02-01,15.259999999999998,1.711,Taipei,Taiwan,24.92N,122.36E
219192,1887-03-01,17.252,1.163,Taipei,Taiwan,24.92N,122.36E
219193,1887-04-01,20.565,1.891,Taipei,Taiwan,24.92N,122.36E
219194,1887-05-01,22.899,1.093,Taipei,Taiwan,24.92N,122.36E
219195,1887-06-01,25.5,1.379,Taipei,Taiwan,24.92N,122.36E
219196,1887-07-01,27.161,0.8959999999999999,Taipei,Taiwan,24.92N,122.36E
219197,1887-08-01,27.180000000000003,1.085,Taipei,Taiwan,24.92N,122.36E
219198,1887-09-01,26.514,0.841,Taipei,Taiwan,24.92N,122.36E
219199,1887-10-01,23.785,0.858,Taipei,Taiwan,24.92N,122.36E
219200,1887-11-01,20.732000000000006,1.146,Taipei,Taiwan,24.92N,122.36E
219201,1887-12-01,17.985000000000007,0.971,Taipei,Taiwan,24.92N,122.36E
219202,1888-01-01,17.022000000000002,1.245,Taipei,Taiwan,24.92N,122.36E
219203,1888-02-01,14.94,2.419,Taipei,Taiwan,24.92N,122.36E
219204,1888-03-01,18.69,0.97,Taipei,Taiwan,24.92N,122.36E
219205,1888-04-01,21.147,1.068,Taipei,Taiwan,24.92N,122.36E
219206,1888-05-01,23.554,0.853,Taipei,Taiwan,24.92N,122.36E
219207,1888-06-01,25.304,1.013,Taipei,Taiwan,24.92N,122.36E
219208,1888-07-01,27.913,0.835,Taipei,Taiwan,24.92N,122.36E
219209,1888-08-01,27.637,0.812,Taipei,Taiwan,24.92N,122.36E
219210,1888-09-01,26.041,0.8,Taipei,Taiwan,24.92N,122.36E
219211,1888-10-01,23.363000000000003,1.224,Taipei,Taiwan,24.92N,122.36E
219212,1888-11-01,21.733,0.87,Taipei,Taiwan,24.92N,122.36E
219213,1888-12-01,18.96,1.123,Taipei,Taiwan,24.92N,122.36E
219214,1889-01-01,15.330999999999998,1.16,Taipei,Taiwan,24.92N,122.36E
219215,1889-02-01,15.627,1.164,Taipei,Taiwan,24.92N,122.36E
219216,1889-03-01,18.164,1.022,Taipei,Taiwan,24.92N,122.36E
219217,1889-04-01,20.516,1.141,Taipei,Taiwan,24.92N,122.36E
219218,1889-05-01,23.271,1.264,Taipei,Taiwan,24.92N,122.36E
219219,1889-06-01,26.883000000000003,0.723,Taipei,Taiwan,24.92N,122.36E
219220,1889-07-01,28.281,1.196,Taipei,Taiwan,24.92N,122.36E
219221,1889-08-01,27.083,0.7709999999999999,Taipei,Taiwan,24.92N,122.36E
219222,1889-09-01,25.481,0.963,Taipei,Taiwan,24.92N,122.36E
219223,1889-10-01,23.896,1.385,Taipei,Taiwan,24.92N,122.36E
219224,1889-11-01,20.513,1.09,Taipei,Taiwan,24.92N,122.36E
219225,1889-12-01,17.619,1.53,Taipei,Taiwan,24.92N,122.36E
219226,1890-01-01,16.647000000000002,1.0590000000000002,Taipei,Taiwan,24.92N,122.36E
219227,1890-02-01,18.268,1.386,Taipei,Taiwan,24.92N,122.36E
219228,1890-03-01,17.266,1.72,Taipei,Taiwan,24.92N,122.36E
219229,1890-04-01,21.773000000000003,1.296,Taipei,Taiwan,24.92N,122.36E
219230,1890-05-01,23.204,1.556,Taipei,Taiwan,24.92N,122.36E
219231,1890-06-01,25.742,1.1840000000000002,Taipei,Taiwan,24.92N,122.36E
219232,1890-07-01,27.546000000000006,1.071,Taipei,Taiwan,24.92N,122.36E
219233,1890-08-01,26.914,0.6629999999999999,Taipei,Taiwan,24.92N,122.36E
219234,1890-09-01,25.387,0.885,Taipei,Taiwan,24.92N,122.36E
219235,1890-10-01,23.002,0.877,Taipei,Taiwan,24.92N,122.36E
219236,1890-11-01,20.947000000000006,1.06,Taipei,Taiwan,24.92N,122.36E
219237,1890-12-01,19.81900000000001,0.964,Taipei,Taiwan,24.92N,122.36E
219238,1891-01-01,16.939,1.294,Taipei,Taiwan,24.92N,122.36E
219239,1891-02-01,16.048,1.413,Taipei,Taiwan,24.92N,122.36E
219240,1891-03-01,16.916999999999998,0.6990000000000001,Taipei,Taiwan,24.92N,122.36E
219241,1891-04-01,19.371,0.775,Taipei,Taiwan,24.92N,122.36E
219242,1891-05-01,23.199,1.262,Taipei,Taiwan,24.92N,122.36E
219243,1891-06-01,25.107,1.771,Taipei,Taiwan,24.92N,122.36E
219244,1891-07-01,27.215,0.441,Taipei,Taiwan,24.92N,122.36E
219245,1891-08-01,26.967,0.507,Taipei,Taiwan,24.92N,122.36E
219246,1891-09-01,26.361,0.636,Taipei,Taiwan,24.92N,122.36E
219247,1891-10-01,24.57,0.84,Taipei,Taiwan,24.92N,122.36E
219248,1891-11-01,20.946,1.036,Taipei,Taiwan,24.92N,122.36E
219249,1891-12-01,18.306,0.894,Taipei,Taiwan,24.92N,122.36E
219250,1892-01-01,16.686999999999998,0.903,Taipei,Taiwan,24.92N,122.36E
219251,1892-02-01,16.974,0.8959999999999999,Taipei,Taiwan,24.92N,122.36E
219252,1892-03-01,16.967,1.456,Taipei,Taiwan,24.92N,122.36E
219253,1892-04-01,20.768,1.37,Taipei,Taiwan,24.92N,122.36E
219254,1892-05-01,23.123,0.916,Taipei,Taiwan,24.92N,122.36E
219255,1892-06-01,25.749,0.611,Taipei,Taiwan,24.92N,122.36E
219256,1892-07-01,27.429,1.202,Taipei,Taiwan,24.92N,122.36E
219257,1892-08-01,27.504,1.3430000000000002,Taipei,Taiwan,24.92N,122.36E
219258,1892-09-01,25.296,0.732,Taipei,Taiwan,24.92N,122.36E
219259,1892-10-01,22.911,0.657,Taipei,Taiwan,24.92N,122.36E
219260,1892-11-01,21.38000000000001,0.909,Taipei,Taiwan,24.92N,122.36E
219261,1892-12-01,16.246000000000002,0.975,Taipei,Taiwan,24.92N,122.36E
219262,1893-01-01,15.025,1.136,Taipei,Taiwan,24.92N,122.36E
219263,1893-02-01,14.781,0.735,Taipei,Taiwan,24.92N,122.36E
219264,1893-03-01,17.186999999999998,1.09,Taipei,Taiwan,24.92N,122.36E
219265,1893-04-01,19.906,0.68,Taipei,Taiwan,24.92N,122.36E
219266,1893-05-01,22.402,1.072,Taipei,Taiwan,24.92N,122.36E
219267,1893-06-01,25.774,0.986,Taipei,Taiwan,24.92N,122.36E
219268,1893-07-01,27.637,1.798,Taipei,Taiwan,24.92N,122.36E
219269,1893-08-01,27.200000000000006,0.746,Taipei,Taiwan,24.92N,122.36E
219270,1893-09-01,26.672,1.361,Taipei,Taiwan,24.92N,122.36E
219271,1893-10-01,23.278,0.615,Taipei,Taiwan,24.92N,122.36E
219272,1893-11-01,19.638,0.72,Taipei,Taiwan,24.92N,122.36E
219273,1893-12-01,17.803,1.09,Taipei,Taiwan,24.92N,122.36E
219274,1894-01-01,16.965999999999998,1.361,Taipei,Taiwan,24.92N,122.36E
219275,1894-02-01,16.323999999999998,1.229,Taipei,Taiwan,24.92N,122.36E
219276,1894-03-01,17.773,0.8140000000000001,Taipei,Taiwan,24.92N,122.36E
219277,1894-04-01,20.857,0.6890000000000001,Taipei,Taiwan,24.92N,122.36E
219278,1894-05-01,23.159,0.6940000000000001,Taipei,Taiwan,24.92N,122.36E
219279,1894-06-01,25.835,0.619,Taipei,Taiwan,24.92N,122.36E
219280,1894-07-01,27.427,1.724,Taipei,Taiwan,24.92N,122.36E
219281,1894-08-01,27.449,2.043,Taipei,Taiwan,24.92N,122.36E
219282,1894-09-01,26.183000000000003,1.142,Taipei,Taiwan,24.92N,122.36E
219283,1894-10-01,23.232,0.639,Taipei,Taiwan,24.92N,122.36E
219284,1894-11-01,21.321,0.928,Taipei,Taiwan,24.92N,122.36E
219285,1894-12-01,17.51,0.8190000000000001,Taipei,Taiwan,24.92N,122.36E
219286,1895-01-01,14.864999999999998,0.94,Taipei,Taiwan,24.92N,122.36E
219287,1895-02-01,16.427999999999994,0.885,Taipei,Taiwan,24.92N,122.36E
219288,1895-03-01,17.340999999999998,0.85,Taipei,Taiwan,24.92N,122.36E
219289,1895-04-01,20.448,0.715,Taipei,Taiwan,24.92N,122.36E
219290,1895-05-01,23.39,1.162,Taipei,Taiwan,24.92N,122.36E
219291,1895-06-01,25.957,0.735,Taipei,Taiwan,24.92N,122.36E
219292,1895-07-01,27.244,0.575,Taipei,Taiwan,24.92N,122.36E
219293,1895-08-01,27.254,0.5,Taipei,Taiwan,24.92N,122.36E
219294,1895-09-01,25.626,0.986,Taipei,Taiwan,24.92N,122.36E
219295,1895-10-01,22.962,1.075,Taipei,Taiwan,24.92N,122.36E
219296,1895-11-01,20.44100000000001,0.718,Taipei,Taiwan,24.92N,122.36E
219297,1895-12-01,17.516000000000002,0.79,Taipei,Taiwan,24.92N,122.36E
219298,1896-01-01,16.74,0.767,Taipei,Taiwan,24.92N,122.36E
219299,1896-02-01,15.412999999999998,1.226,Taipei,Taiwan,24.92N,122.36E
219300,1896-03-01,16.561999999999998,0.8290000000000001,Taipei,Taiwan,24.92N,122.36E
219301,1896-04-01,21.233,1.185,Taipei,Taiwan,24.92N,122.36E
219302,1896-05-01,23.016,0.6509999999999999,Taipei,Taiwan,24.92N,122.36E
219303,1896-06-01,26.277,0.616,Taipei,Taiwan,24.92N,122.36E
219304,1896-07-01,27.543000000000006,0.76,Taipei,Taiwan,24.92N,122.36E
219305,1896-08-01,27.62,0.6729999999999999,Taipei,Taiwan,24.92N,122.36E
219306,1896-09-01,26.365,0.713,Taipei,Taiwan,24.92N,122.36E
219307,1896-10-01,24.306,0.767,Taipei,Taiwan,24.92N,122.36E
219308,1896-11-01,21.735,0.772,Taipei,Taiwan,24.92N,122.36E
219309,1896-12-01,17.668000000000006,0.779,Taipei,Taiwan,24.92N,122.36E
219310,1897-01-01,18.573,0.6920000000000001,Taipei,Taiwan,24.92N,122.36E
219311,1897-02-01,14.989,0.767,Taipei,Taiwan,24.92N,122.36E
219312,1897-03-01,18.849,1.2990000000000002,Taipei,Taiwan,24.92N,122.36E
219313,1897-04-01,19.689,1.3730000000000002,Taipei,Taiwan,24.92N,122.36E
219314,1897-05-01,24.28,0.669,Taipei,Taiwan,24.92N,122.36E
219315,1897-06-01,25.941,0.363,Taipei,Taiwan,24.92N,122.36E
219316,1897-07-01,27.290000000000006,0.263,Taipei,Taiwan,24.92N,122.36E
219317,1897-08-01,27.106,0.622,Taipei,Taiwan,24.92N,122.36E
219318,1897-09-01,26.743,0.519,Taipei,Taiwan,24.92N,122.36E
219319,1897-10-01,24.122,0.593,Taipei,Taiwan,24.92N,122.36E
219320,1897-11-01,21.717,0.735,Taipei,Taiwan,24.92N,122.36E
219321,1897-12-01,17.849,0.575,Taipei,Taiwan,24.92N,122.36E
219322,1898-01-01,17.037999999999997,0.754,Taipei,Taiwan,24.92N,122.36E
219323,1898-02-01,17.651,0.55,Taipei,Taiwan,24.92N,122.36E
219324,1898-03-01,18.796,0.98,Taipei,Taiwan,24.92N,122.36E
219325,1898-04-01,20.037,0.6940000000000001,Taipei,Taiwan,24.92N,122.36E
219326,1898-05-01,24.786,0.487,Taipei,Taiwan,24.92N,122.36E
219327,1898-06-01,25.584,0.489,Taipei,Taiwan,24.92N,122.36E
